iter	Logloss
382	0.3665876007
383	0.3663931656
384	0.3661524582
385	0.3657728958
386	0.365404892
387	0.3650994873
388	0.3647833633
389	0.3643869019
390	0.3640850067
391	0.3636894989
392	0.3634848022
393	0.3632360077
394	0.3629981613
395	0.3626937103
396	0.3621846771
397	0.3618687439
398	0.3615171051
399	0.3613219833
400	0.3610647583
401	0.3608608246
402	0.3605570984
403	0.360225563
404	0.3600304413
405	0.3597893524
406	0.3594527054
407	0.3592749786
408	0.3589710999
409	0.3586542511
410	0.3584699631
411	0.3581532288
412	0.3579029083
413	0.3576491928
414	0.3573273468
415	0.3571086121
416	0.356826973
417	0.356583519
418	0.3563423157
419	0.3561372757
420	0.3558634949
421	0.3555419159
422	0.3553527069
423	0.3550827789
424	0.3548559189
425	0.3546447372
426	0.3544681931
427	0.3540786743
428	0.3537947464
429	0.3535238647
430	0.3532907867
431	0.3531904984
432	0.352926712
433	0.3527424622
434	0.3524924469
435	0.3521780014
436	0.3519773865
437	0.3518375778
438	0.3515927887
439	0.3513677216
440	0.3512030029
441	0.350942688
442	0.3506721115
443	0.3504125977
444	0.3501663971
445	0.349894104
446	0.3496931458
447	0.349445343
448	0.349161911
449	0.3488707352
450	0.3485304642
451	0.3482740021
452	0.3480516815
453	0.3477187347
454	0.3476027679
455	0.3472922516
456	0.3469013596
457	0.3465573883
458	0.3461663818
459	0.3459075546
460	0.3457651901
461	0.3455756378
462	0.345302124
463	0.3451203918
464	0.3448110962
465	0.3444792938
466	0.3442758942
467	0.3438290787
468	0.3435930634
469	0.3433877563
470	0.3430236816
471	0.3427732086
472	0.3425331497
473	0.3422752762
474	0.3420978546
475	0.3417771912
476	0.3416876221
477	0.3415338898
478	0.3413469315
479	0.3411927032
480	0.3410151672
481	0.3407460785
482	0.34045578
483	0.3401631165
484	0.3399072266
485	0.3396005249
486	0.3395013809
487	0.3393063736
488	0.3390705872
489	0.3388891602
490	0.3386709976
491	0.33842453
492	0.3380890656
493	0.3379451752
494	0.3377172852
495	0.337541275
496	0.3373295593
497	0.3370999908
498	0.336829834
499	0.3366542816
500	0.3364989853
501	0.3362347794
502	0.3360423279
503	0.3358627319
504	0.3355781555
505	0.3352046967
506	0.3349909973
507	0.3346312332
508	0.3344454956
509	0.3341569519
510	0.3338618469
511	0.3337751007
512	0.3335238647
513	0.3333099365
514	0.3330334473
515	0.3328476715
516	0.3325410461
517	0.3323853302
518	0.3320342255
519	0.3318702698
520	0.3317146683
521	0.3315393066
522	0.3313183975
523	0.3310933304
524	0.3309259033
525	0.3307560349
526	0.3305031967
527	0.330135231
528	0.3298274994
529	0.3295684052
530	0.3293937683
531	0.3291896057
532	0.3289892197
533	0.3286513519
534	0.3284567261
535	0.3280827332
536	0.32786026
537	0.3277479935
538	0.3275612259
539	0.327361908
540	0.3271997833
541	0.326946106
542	0.3268200302
543	0.3264575195
544	0.3263644409
545	0.3261592102
546	0.3259996796
547	0.3254921722
548	0.3253363419
549	0.3251584625
550	0.324994278
551	0.3248710632
552	0.3245890045
553	0.3243471909
554	0.3241233826
555	0.3237549591
556	0.3235764313
557	0.3233175659
558	0.3230760193
559	0.3229804993
560	0.3227911377
561	0.3223993683
562	0.3221683121
563	0.3219459152
564	0.3217462158
565	0.321504097
566	0.3212245178
567	0.3210870743
568	0.3208448029
569	0.3206504059
570	0.3203591919
571	0.3202634811
572	0.3200875854
573	0.3197549629
574	0.3195203018
575	0.3193181038
576	0.3191021347
577	0.3188373756
578	0.3186525154
579	0.318456192
580	0.3181190491
581	0.3179348373
582	0.317801609
583	0.3176235962
584	0.3173163033
585	0.3170354843
586	0.3168333435
587	0.3167417717
588	0.3164202309
589	0.3161467552
590	0.3159289169
591	0.3156139374
592	0.3155412674
593	0.3152375031
594	0.3150119781
595	0.3148833847
596	0.3145746613
597	0.3142639542
598	0.3140426445
599	0.3136526489
600	0.313464489
601	0.3130922318
602	0.3128972816
603	0.3127074623
604	0.3125550842
605	0.3123369789
606	0.3121248055
607	0.3118213272
608	0.3115926743
609	0.3114749718
610	0.3112695313
611	0.3110703659
612	0.3109647369
613	0.3108355522
614	0.3106159592
615	0.3103837776
616	0.3100948334
617	0.3095957184
618	0.3094244766
619	0.3093004227
620	0.3090413284
621	0.3089145088
622	0.3087763214
623	0.308609848
624	0.3082510185
625	0.308060379
626	0.3077663994
627	0.3075415993
628	0.3073562431
629	0.307179184
630	0.3069557571
631	0.3067157173
632	0.3065205193
633	0.3063524818
634	0.3061942482
635	0.3060321426
636	0.305826683
637	0.3055662537
638	0.3053410149
639	0.3051167488
640	0.3049098396
641	0.3047551155
642	0.3044951248
643	0.3043637276
644	0.3041725159
645	0.3040360451
646	0.3038839149
647	0.3036834335
648	0.3033913422
649	0.3032493591
650	0.303075943
651	0.3028448105
652	0.3026800156
653	0.3024462509
654	0.302324295
655	0.302125721
656	0.3018585968
657	0.3016749954
658	0.3014553833
659	0.3012779617
660	0.3010948563
661	0.3009047318
662	0.300730114
663	0.3004180145
664	0.3000567627
665	0.2998077393
666	0.2996093941
667	0.2994458008
668	0.2993201828
669	0.2991432571
670	0.2989477539
671	0.2986499405
672	0.2983485031
673	0.2980553436
674	0.2977612495
675	0.2975422668
676	0.2973316002
677	0.2972436333
678	0.2970335388
679	0.296750145
680	0.2965825844
681	0.2964500999
682	0.2962942123
683	0.2960596466
684	0.2958725357
685	0.2956269073
686	0.2954108429
687	0.2952406311
688	0.2950907516
689	0.2948933792
690	0.2946626854
691	0.2944091988
692	0.294224205
693	0.2941188622
694	0.2939092636
695	0.293789711
696	0.2935868454
697	0.2933038139
698	0.2930326653
699	0.2927225113
700	0.2925026321
701	0.2923566818
702	0.2922460175
703	0.2920737839
704	0.2919061279
705	0.2916401482
706	0.2913920975
707	0.2913200378
708	0.2911029625
709	0.2909036255
710	0.2907051849
711	0.2904848671
712	0.2902893066
713	0.2899821472
714	0.2896983337
715	0.2895068932
716	0.2892589569
717	0.2891651154
718	0.2889487839
719	0.2886666489
720	0.2884436607
721	0.2882546997
722	0.2880981827
723	0.2879443932
724	0.287793293
725	0.2876553726
726	0.2875421524
727	0.2872020721
728	0.2869012451
729	0.2866601563
730	0.2864993668
731	0.286325779
732	0.2861981773
733	0.2859685707
734	0.2857587814
735	0.2856056976
736	0.2853946304
737	0.2852405167
738	0.2850842667
739	0.284912529
740	0.2847473145
741	0.2845782471
742	0.2843898392
743	0.2842607307
744	0.2841406631
745	0.2839204597
746	0.2836450768
747	0.2834025955
748	0.2831361771
749	0.2830142212
750	0.2826562119
751	0.2825281143
752	0.2823542404
753	0.2822692108
754	0.2820298767
755	0.2818774033
756	0.281734848
757	0.2815266609
758	0.2814240265
759	0.2811808968
760	0.2808656883
761	0.280611496
762	0.2804436874
763	0.2802771187
764	0.2799722481
765	0.279742527
766	0.2794842148
767	0.2792177582
768	0.279038372
769	0.2789664459
770	0.2788148308
771	0.2782385635
772	0.277870903
773	0.2776301193
774	0.2773488235
775	0.2772163773
776	0.2770388794
777	0.2768883514
778	0.2766443825
779	0.276560936
780	0.2764017868
781	0.2759999657
782	0.2757842636
783	0.2755502129
784	0.2753855515
785	0.2752101135
786	0.2750541687
787	0.2748062706
788	0.2745674515
789	0.2744745827
790	0.2742120743
791	0.2741307831
792	0.2739676666
793	0.2737384796
794	0.2735991287
795	0.2733948517
796	0.2732143021
797	0.2729663086
798	0.2727468109
799	0.2725085831
800	0.2723018074
801	0.2720883369
802	0.2719146538
803	0.2717323112
804	0.2715839958
805	0.2714523697
806	0.271226387
807	0.2709778595
808	0.2706889153
809	0.2705617142
810	0.2703436089
811	0.2699933815
812	0.2697643089
813	0.2696207619
814	0.2693258858
815	0.2690874863
816	0.2689087105
817	0.2687038231
818	0.2684283257
819	0.2683058167
820	0.2680112839
821	0.2679098511
822	0.2676697922
823	0.2673616791
824	0.2671153259
825	0.2667477608
826	0.2666061974
827	0.2663533592
828	0.2661637688
829	0.2661033058
830	0.2659015656
831	0.2657291412
832	0.2655224228
833	0.2654766083
834	0.2653043365
835	0.2652002335
836	0.2649832535
837	0.2647592735
838	0.2645595932
839	0.2643340683
840	0.2642235565
841	0.2640883446
842	0.2638459396
843	0.2636869431
844	0.2634179688
845	0.2632568741
846	0.2631171989
847	0.262924614
848	0.2627557373
849	0.2626764679
850	0.2625304794
851	0.2623945618
852	0.2623014832
853	0.2621503067
854	0.2620131302
855	0.2616579437
856	0.2615010071
857	0.261378479
858	0.2612830734
859	0.2611323547
860	0.2610057068
861	0.2608652306
862	0.2606796265
863	0.2603890038
864	0.2602664566
865	0.2599840355
866	0.2598458862
867	0.2597187233
868	0.2596251106
869	0.2594073105
870	0.2592112923
871	0.2589676094
872	0.2587409592
873	0.258568821
874	0.2584811783
875	0.2582873917
876	0.2580932617
877	0.2579350853
878	0.257786026
879	0.257644577
880	0.2574569321
881	0.2573454666
882	0.2570828247
883	0.2569421768
884	0.256764698
885	0.2565948677
886	0.2565124893
887	0.2561318588
888	0.2559690285
889	0.2557436752
890	0.2555113602
891	0.2552998543
892	0.2552105713
893	0.2550077629
894	0.254899559
895	0.2546004486
896	0.2544695091
897	0.2542783737
898	0.2541251373
899	0.2539824677
900	0.2538877296
901	0.2537298584
902	0.2535693169
903	0.253300209
904	0.2530528641
905	0.2528581619
906	0.2527178383
907	0.2524829865
908	0.2524332619
909	0.2521361923
910	0.2519480133
911	0.2517803192
912	0.2515579033
913	0.251418438
914	0.2512144089
915	0.2510787582
916	0.2507872009
917	0.2505909729
918	0.2504555893
919	0.2503217697
920	0.2501998138
921	0.2500787926
922	0.2499270058
923	0.2497410393
924	0.2496201324
925	0.2495076561
926	0.2493762398
927	0.2492029381
928	0.2490122032
929	0.2489270782
930	0.2486915016
931	0.2485105515
932	0.2483107376
933	0.2481510353
934	0.2479552078
935	0.2478558922
936	0.2476015091
937	0.2473702049
938	0.2471839333
939	0.2470514679
940	0.2468631744
941	0.2468005371
942	0.2466818047
943	0.2464419746
944	0.2463128662
945	0.2461025238
946	0.2459163857
947	0.2456811333
948	0.2455226135
949	0.2454672623
950	0.245370636
951	0.2451041222
952	0.2449121094
953	0.2447692299
954	0.2446127701
955	0.2444176865
956	0.2442848206
957	0.243991642
958	0.2438040352
959	0.243739872
960	0.2435972595
961	0.2433773041
962	0.2430318832
963	0.2428199196
964	0.2427381134
965	0.2426448822
966	0.2425289154
967	0.2424017906
968	0.2422919464
969	0.2422410011
970	0.2419520569
971	0.2417738342
972	0.2416989899
973	0.241691246
974	0.241590004
975	0.2415452576
976	0.2412846756
977	0.2412201309
978	0.2410528183
979	0.2408751488
980	0.2406282806
981	0.2404440308
982	0.240286293
983	0.2400596619
984	0.2399800491
985	0.2397455597
986	0.2396830559
987	0.2394766617
988	0.2393983459
989	0.2391714859
990	0.238911705
991	0.2387464523
992	0.2385889435
993	0.2384548569
994	0.2384329605
995	0.238247261
996	0.2381206894
997	0.2379753113
998	0.2378730392
999	0.2377358246
